id,name,type,description,pages,evidence
E00132,减阻水,材料,用于降低摩擦阻力的液体,"15,18,21,23,28,37,39,43,45,46,47,48,52,54,56,62,66,68,70,75,79,90,107,110,123,130,137,138,150,161,175,178,179,181,182,183,187,188,189,190,231",低排量继续挤入减阻水，压力维持在 60~80MPa | 累计试挤 100m3 减阻水，施工压力稳定 | 共试挤减阻水 33m^3 | 小排量试挤减阻水两次，共挤入减阻水 128m³ | 试挤减阻水 13.36m³
E00133,近井地带微裂缝发育,原因,导致液体滤失过大的地质因素,16,近井地带微裂缝发育，导致液体滤失过大
E00134,液体滤失过大,原因,导致液体效率偏低的原因,16,导致液体滤失过大，液体效率偏低
E00135,液体效率偏低,原因,导致隔离液量未能满足铺砂条件,16,液体效率偏低，因此 40 m³隔离液量未能满足均匀铺砂条件
E00136,施工压力上升,现象,加砂过程中压力逐步升高,"16,45,64,77,162,209",施工压力出现逐步上升趋势 | 本段施工过程中，在砂比（9% + 10%）中砂进入地层后施工压力上升。 | 施工压力出现明显上升 | 从开始加 40/70 目覆膜陶粒后施工压力就一直呈上升趋势 | 施工压力由 39.0MPa 持续上升至 48.00MPa
E00137,控制砂比,处置措施,应对压力上升的措施,"16,77",应实时控制砂比，待施工压力平稳后再逐步提升砂比 | 并适当增加粉陶段塞用量，控制砂比，实现有效控压
E00138,放喷,处置措施,利用地层压力反向冲刷炮眼解堵,"16,19,29,30,42,48,51,53,58,59,61,64,65,66,68,70,71,74,76,227,271",可采取放喷方式，利用地层压力反向冲刷炮眼 | 砂堵停泵后，首先采用了 3 次放喷 | 本段采取三次放喷、试挤解堵 | 采用 12mm 油嘴进行第一次放喷，放喷液量 40m³ | 若一旦发生砂堵，应采取放喷、试挤的方式进行解堵
E00139,地面压裂设备发生故障,原因,导致停泵整改的原因,16,地面压裂设备发生故障，停泵整改
E00140,支撑剂沉降,现象,停泵导致支撑剂在井筒内沉降,16,导致支撑剂沉降在井筒内，堵塞炮眼处
E00141,低压管汇连接四通破裂,故障类型,地面设备故障具体表现,16,低压管汇连接四通破裂，停泵整改
E00142,桥堵,故障类型,炮眼处形成的堵塞,"16,31,34,66,75",解除桥堵，实现解堵 | 高砂比加砂易形成桥堵 | 支撑剂在较窄的裂缝口形成桥堵 | 反映出地层裂缝中已发生桥堵 | 在裂缝缝口处形成明显桥堵，发生砂堵
E00143,压裂设备故障,原因,导致停泵和沉砂的设备问题,17,本井发生砂堵的主要原因是由于压裂设备故障
E00144,停泵,现象,压裂设备停止运转,"17,21,35,37,53,80,81,83,123,129,143,144,145,210,265",由于压裂设备故障导致停泵、沉砂 | 压停泵，发生砂堵 | 压力骤升至限压 90 MPa，砂堵停泵 | 压力骤升至限压（90MPa），砂堵停泵 | 超压停泵
E00145,沉砂,现象,支撑剂在井筒内沉降,"17,64,116,117,118,147",由于压裂设备故障导致停泵、沉砂 | 若井筒内有沉砂，将无法完全将沉砂挤入地层 | 根据泵送张力变化曲线推断，泵送桥塞工具串即将到达桥塞深度时受沉砂影响 | 无异于拖动部分沉砂向上堆积 | 泵送桥塞工具串即将到达桥塞座封深度时受沉砂影响
E00146,设备维护保养,处置措施,施工前对设备进行保养,17,必须做好压裂设备的维护保养和检修工作
E00147,第 6 段,其他,发生砂堵的层段,17,1.3 JY-A3HF 并第 6 段砂堵
E00148,设计液量,施工参数,压裂设计的液体体积,"17,29,65",本段压裂设计液量 1690m^3 | 本段压裂设计液量 1615m³ | 本段压裂设计液量 1855m³
E00149,砂量,施工参数,压裂设计的支撑剂体积,"17,29,67",砂量 60.8m^3 | 砂量 60m³ | 砂量 70m³
E00150,多裂缝破裂,现象,地层产生多条裂缝的特征,17,反映出多裂缝破裂特征
E00151,粉砂阶段,工况,压裂施工的一个阶段,17,粉砂阶段施工压力波动明显
E00152,中砂阶段,工况,压裂施工的一个阶段,"17,56",中砂阶段，压力相对平稳 | 中砂阶段，砂比（12% +13% ），进入地层后，施工压力 50MPa 升至 95MPa 超压停泵
E00153,施工压力波动明显,现象,压力参数波动大,17,粉砂阶段施工压力波动明显
E00154,压力相对平稳,现象,压力参数稳定,17,中砂阶段，压力相对平稳
E00155,92MPa,指标,砂堵发生时的压力峰值,18,升至 92MPa，导致超压停泵
E00156,层理缝发育,地层,储层中层理裂缝发育的地质特征,"18,41,47,49,66,67,69,74,75",本段穿行于①号、②号小层，层理缝发育 | 本段位于①号小层，层理缝发育 | 本段位于①号、②号小层，层理缝发育 | 主要原因是①号小层层理缝发育，液体滤失较大 | 本段穿行于②号小层，层理缝发育
E00157,压裂液滤失大,原因,压裂液向地层滤失量过大,18,层理缝发育，压裂液滤失大，造缝效率低
E00158,裂缝宽度窄,原因,形成的裂缝宽度不足以支撑砂粒通过,18,压裂液滤失大，造缝效率低，裂缝宽度窄
E00159,13% 砂比,施工参数,导致砂堵发生的临界加砂比例,18,当 13% 的砂比加砂进入地层后，由于裂缝宽度不够
E00160,弹簧状变化,现象,解堵试挤时压力曲线的异常形态,18,施工压力曲线为“弹簧状”变化，表明解堵效果不理想
E00161,解堵成功,现象,堵塞解除，施工压力恢复正常,"18,33,39,41,43,59,68",施工压力稳定在 60~65MPa，解堵成功 | 停止施工，解堵成功，见图 1-18。 | 压力小于等于 78MPa，解堵成功 | 能满足下一段泵送桥塞施工要求，解堵成功 | 采用连续油管冲砂方式成功解堵
E00162,放喷液量 25m3,施工参数,成功解堵所需的累计放喷液体体积,18,累计放喷液量 25m3 后再次试挤，解堵成功
E00163,低排量试挤减阻水,处置措施,疏通桥堵部分的措施,19,采用了 3 次放喷和低排量试挤减阻水，以放喷泄压激动的方式，疏通桥堵部分
E00164,泵车旋塞阀,设备,压裂施工泵车部件,19,泵车旋塞阀刺漏，停泵整改。
E00165,刺漏,现象,泵车旋塞阀发生泄漏,"19,79",泵车旋塞阀刺漏，停泵整改。 | 高压分配器上一三通与旋塞的连接处出现刺漏
E00166,停泵整改,处置措施,设备故障后的处理措施,"19,79,86",泵车旋塞阀刺漏，停泵整改。 | 泵注一个井筒容积减阻水后再停泵整改 | 旋塞刺漏后停泵整改，更换旋塞
E00167,粉陶段塞,材料,压裂施工加入的材料,"19,20,39,48,60,72,77",分 3 次加入砂比 3% 粉陶段塞 | 开始尝试第三次加入 3% 粉陶段塞，由于施工压力高 | 第一个 3% 的粉陶段塞，加砂期间压力无明显下降 | 连续加入 6 段粉陶段塞 | 加入一个粉陶段塞后，施工压力下降且保持平稳
E00168,压力,指标,施工过程中的泵压,"19,151,160",压力升至 84MPa | 压力 28.83~67.70MPa | 当压力由 27.30 MPa 逐步升至 45.30 MPa 时，压力突降至 30.00 MPa
E00169,⑤号小层,地层,第 1 段穿行的地层,19,第 1 段穿行于⑤号小层
E00170,近井地带砂堵,故障类型,发生在井筒附近区域的砂堵现象,20,压力快速升至限压，导致近井地带发生砂堵
E00171,管线刺漏,故障类型,施工管线发生泄漏的故障,20,升排量过程中出现管线刺漏，停泵整改
E00172,酸化解堵,处置措施,通过注入酸液解除堵塞的措施,20,采取了放喷解堵、酸化解堵、小排量顶替解堵 3 种手段
E00173,小排量顶替解堵,处置措施,通过低排量顶替液体解除堵塞的措施,20,采取了放喷解堵、酸化解堵、小排量顶替解堵 3 种手段
E00174,施工压力高,现象,压裂施工期间压力值偏高的现象,"20,86",本井第 1 段压裂施工时，施工压力明显偏高 | 并且施工压力高，导致旋塞刺漏
E00175,泵压异常,现象,施工压力出现快速上升等异常情况,"20,53,89,113,141,208",切换胶液后，施工压力开始快速上升，由 50MPa 升至 95MPa | 施工压力 60MPa 降至 52MPa 突升至 96MPa | 小排量注液 2.3m^3 后井口压力 0.2MPa 升至 17MPa | 施工压力由 15.6MPa 升至 77.1MPa 后降至 44MPa，停泵 | 施工压力升高到 82MPa，无法继续泵送
E00176,层理缝,地层,地层中发育的层理裂缝,"20,36",第 1 段轨迹穿行位于第⑤号小层，为层理缝、高角度裂缝发育段 | 层理缝异常发育，造缝时液体沿层理缝滤失
E00177,高角度裂缝,地层,地层中发育的高角度裂缝,20,第 1 段轨迹穿行位于第⑤号小层，为层理缝、高角度裂缝发育段
E00178,缝宽窄,地层,地层裂缝宽度较窄的属性,"20,26",裂缝扩展形态复杂，液体效率低，缝宽窄，对砂比敏感性较强 | 主要原因为胶液摩阻大、缝宽窄
E00179,切换胶液,工况,施工过程中切换为胶液的操作工况,20,切换胶液后，施工压力开始快速上升
E00180,关井反应,处置措施,砂堵后关闭井口观察压力反应,"21,32",先采用关井反应、开泵试挤的方法 | 先采用关井反应、开泵试挤的方法试挤
E00181,开泵试挤,处置措施,砂堵后开启泵尝试挤入液体,"21,32",先采用关井反应、开泵试挤的方法 | 先采用关井反应、开泵试挤的方法试挤
E00182,连续油管冲砂,处置措施,使用连续油管冲洗砂堵,"21,23,42,43,52,53,55,62,66,68",采用连续油管冲砂解堵 | 下步采取连续油管冲砂，经过三次冲砂，完成解堵 | 若多次解堵均未成功，则可采取连续油管冲砂的方式进行解堵 | 采用连续油管冲砂方式成功解堵 | 经讨论决定先采用连续油管冲砂后
E00183,连续油管射孔,处置措施,改用连续油管进行射孔施工,"21,127",决定采用连续油管射孔方式完成第 2 段射孔施工 | 3. 连续油管射孔
E00184,胶液,材料,压裂使用的凝胶液体,"21,22,25,33,52,54,66,68,90,123,138,161,175,176,177,178,187,188,190,193,204,211",当转换胶液后，砂比 16% 的中砂进入裂缝 | 胶液进入井筒后压力快速由 49.2MPa 升至 70.1MPa | 本段砂堵发生在胶液携砂进入地层的过程中 | 其中胶液 23.5m³ | 转胶液 20 m{m}^3
E00185,中砂,材料,支撑剂的一种规格,"21,40,41,48,49,53,64,65,66,78",砂比 16% 的中砂进入裂缝后形成突然性砂堵 | 重新转加中砂 | 当砂比 7% 中砂进入地层后 | 转加中砂后 | 但当转加中砂后，砂比提升较快
E00186,施工排量,施工参数,施工时的液体注入速度,"21,251",施工排量 0.5~0.8m^3/min | 12\sim 14\mathrm{m}^3 /\mathrm{min}
E00187,缝宽,地层,裂缝的宽度,21,同时由于缝宽较窄
E00188,裂缝缝口,地层,裂缝的开口位置,"21,26,75",在裂缝缝口产生堆积、堵塞 | 在裂缝缝口形成砂桥，导致砂堵 | 在裂缝缝口处形成明显桥堵，发生砂堵
E00189,油嘴,设备,控制放喷流量的装置,"21,175,188,189,242,245,246,261,262",用 10mm、20mm 油嘴控制放喷 | 换为 6mm 油嘴 | 11 mm、8 mm 油嘴同时开井 | 用 8 mm 油嘴排液 | 30 日 6:00~9:00 使用 8mm 油嘴、10:00 过 6mm 油嘴
E00190,摩阻压力,指标,液体流动产生的摩擦阻力压力,21,胶液摩阻较高，增加摩阻压力 6~8MPa
E00191,转换胶液,工况,施工液体类型切换操作,21,当转换胶液后，砂比 16% 的中砂进入裂缝
E00192,压力大幅上升,现象,施工压力突然显著升高,22,使用高砂比转胶液时，压力出现大幅上升
E00193,高砂比,施工参数,较高的支撑剂与液体体积比例,22,使用高砂比转胶液时，压力出现大幅上升
E00194,转换液性,工况,施工过程中改变压裂液类型,22,若需要转换液性施工，应将顶替足够的隔离液
E00195,隔离液,材料,用于不同液性之间隔离的液体,22,应将顶替足够的隔离液后再转换液性
E00196,油泥,材料,套管丝扣油形成的污染物,"22,28,29,147",减少压裂过程中“油泥”对地层的伤害及对压裂施工的影响 | 捕屑器捕获油泥等脏物约 2kg | 而这些套管附着的油泥进入地层后会极大地影响正常的压裂施工 | 井内套管壁上存在油泥，造成工具串周围粘附了油泥
E00197,第 5 段,工况,压裂施工的具体段次,"22,44",JY-A6HF 并第 5 段砂堵 | JY-A15HF 并第 5 段砂堵
E00198,降排量,处置措施,降低泵注排量以控制压力,"22,24,63,72",为防止超压，降排量至 12m³/min，有效控制了压力升高趋势 | 为避免超压，降排量至 12m³/min | 可采取降排量、挤酸的方式降低泵压 | 对于加砂后期施工压力呈现上升趋势的时候，应该提前阶段降排量，以防造成砂堵
E00199,井筒清洁,处置措施,清除井筒内的污染物,22,在各井第 1 段压裂施工时，应以清洁钻井井筒污染为主要目的
E00200,地层堵塞严重,原因,现场分析认为地层堵塞导致无法重压,23,现场分析认为地层堵塞严重，在限压条件下无法重新压开地层
E00201,限压 90MPa,施工参数,施工设定的最高压力限制,23,施工压力迅速升至限压（90MPa）
E00202,平底磨鞋,设备,连续油管底带工具之一,"23,89,180,187,190,199,203,213",管柱结构：\phi 110\mathrm{mm} 平底磨鞋 | 管柱结构：φ110mm 平底磨鞋 | 4 日下入连续油管底带 112mm 平底磨鞋开始进行钻磨桥塞 | φ110mm 平底磨鞋 | 落鱼结构：φ110mm 平底磨鞋
E00203,施工压力过高,现象,施工期间压力异常升高,"23,62",施工压力 25.0~84.5MPa，施工压力过高，停泵 | 因施工压力过高，套管敞放
E00204,胶液进地层,工况,胶液进入地层的施工工况,23,胶液进地层后压力由 52.3MPa 升至 70.1MPa
E00205,二次试挤,工况,砂堵后进行的试挤作业,24,图 1-7 砂堵后二次试挤曲线
E00206,压力增加值不超过 10MPa,指标,二次试挤压力上升的限制值,24,增加值不超过 10MPa
E00207,压力上升速度较快,现象,施工压力快速升高,24,考虑压力上升速度较快，为避免超压
E00208,超压,风险,压力超过安全限值,"24,53",考虑压力上升速度较快，为避免超压 | 突升至 96MPa，超压停泵
E00209,12m³/min,指标,调整后的排量数值,24,为避免超压，降排量至 12m³/min
E00210,缝内净压力降低,现象,裂缝内部净压力下降,24,缝内净压力降低，缝宽变窄
E00211,缝宽变窄,现象,裂缝宽度变小,24,缝内净压力降低，缝宽变窄
E00212,压力陡降,现象,施工压力突然大幅下降,24,压力出现 6.2MPa 的陡降
E00213,产生新缝,原因,地层中形成新的裂缝,24,压力突降表明产生新缝
E00214,裂缝系统改变,现象,地层裂缝形态发生变化,24,地层形成的裂缝系统发生明显改变
E00215,压力异常升高,现象,胶液进地层后井口压力突然上升的现象,25,图 1-8 胶液进地层后压力异常升高
E00216,粉陶,材料,用于小裂缝堵塞降低滤失的材料,"25,36,50,53,54,69,78,265",可以适当使用粉陶进行小裂缝堵塞，降低地层滤失。 | 砂比 3% 的粉陶段塞进入地层后 | 减阻水加砂比 5% 粉陶 | 减阻水加粉陶 | 粉陶 23.81m3
E00217,滤失,现象,压裂液向地层渗漏的现象,"25,36,138",降低地层滤失 | 压裂液滤失严重，造缝不完善 | 10min 压降 20MPa
E00218,试挤,处置措施,砂堵后尝试挤压疏通的操作,"25,28,30,31,34,37,42,48,50,51,52,53,61,65,68,70,71,73,76",压裂砂堵后应首先选择利用地层能力将砂堵冲开 | 第一次放喷、试挤施工 | 12:50~13:02 开始第一次试挤，排量从 0.6m³/min 升至 1.3m³/min | 16:28 ~ 16:44 进行第四次试挤 | 从试挤曲线可以看出，第一次试挤时间过短
E00219,近井筒附近,地层,支撑剂沉积发生的位置区域,25,大量支撑剂迅速“过滤、沉积”在近井筒附近
E00220,限压,指标,施工压力的安全上限指标,"25,37",进入地层后压力突然升至限压，导致砂堵。 | 压力骤升至限压（90MPa）
E00221,近井地带,地层,砂堵发生的具体位置,26,砂堵发生在近井地带
E00222,胶液摩阻大,原因,导致砂堵的主要原因之一,26,主要原因为胶液摩阻大、缝宽窄
E00223,高砂比粗砂,材料,进入困难导致砂堵的支撑剂材料,"26,27",高砂比粗砂进入困难
E00224,减阻水转胶液,工况,施工流体转换过程,26,由减阻水转胶液后摩阻一般增加
E00225,胶液量较少,原因,难以形成有效缝宽的原因,26,由于胶液量较少，难以在短时间内形成有效的缝宽
E00226,6~8MPa,指标,转胶液后摩阻一般增加量,26,由减阻水转胶液后摩阻一般增加 6~8MPa 以上
E00227,17.5MPa,指标,该段转胶后压力升高值,26,该段转胶后压力升 17.5MPa
E00228,11.5MPa,指标,胶液进入裂缝的摩阻增加量,26,增加的 11.5MPa 主要为胶液进入裂缝的摩阻
E00229,缝宽较窄,原因,裂缝宽度不足导致携砂困难,"27,40",本井发生砂堵的主要原因是由于缝宽较窄 | 胶液性能不达标，导致前期分支缝较多，缝宽较窄
E00230,转胶液时间,施工参数,压裂液转为胶液的时间点,27,优化调整转胶液时间和加砂砂比
E00231,加砂砂比,施工参数,施工中加入支撑剂的比例,27,优化调整转胶液时间和加砂砂比
E00232,直接试挤方式,处置措施,解堵时直接尝试挤压的方法,27,采用直接试挤方式解堵成功率较低
E00233,解堵成功率低,风险,解堵措施成功的可能性较小,27,采用直接试挤方式解堵成功率较低
E00234,放喷解堵方式,处置措施,通过放喷来解除堵塞的方法,27,宜采用放喷解堵方式
E00235,放喷液量,施工参数,解堵放喷时的液体体积,"27,57,63",并优化放喷液量 | 放喷液量 32\mathrm{m}^3 32\mathrm{m}^3，放喷后进行试挤 | 根据放喷液量为 0.5~1 倍的井筒容积
E00236,压力出现缓慢上升趋势,现象,放喷过程中压力缓慢升高的状态,27,当压力出现缓慢上升趋势时，说明地层已疏通
E00237,地层已疏通,工况,地层堵塞已解除的状态,27,当压力出现缓慢上升趋势时，说明地层已疏通
E00238,前置液阶段,工况,压裂施工注入前置液的阶段,"27,40",前置液阶段，排出排量升至 14m³/min | 前置液阶段应该快速提升排量
E00239,粉砂,材料,粒径较小的支撑剂,"27,40,45,48,64,65,66,67",按设计加入砂比 3% 粉砂 | 在加入 6 个粉砂段塞后 | 可转加粉砂进行施工，利用小粒径粉砂封堵微裂缝，起到暂堵转向作用 | 砂比 3%~5% 粉砂进入地层 | 粉砂阶段施工压力平稳
E00240,连续油管洗井冲砂,处置措施,试挤失败后采用的解堵方式,"28,35",决定采用连续油管洗井冲砂方式进行解堵 | 10~11 日，采用连续油管洗井冲砂，管柱结构：φ73mm 四眼喷嘴
E00241,放弃该段压裂,处置措施,因压力高无法满足要求而放弃,28,由于施工压力较高，不能满足泵送作业要求，因此决定放弃该段压裂
E00242,连续油管传输座封桥塞及射孔施工,处置措施,放弃压裂后采取的后续施工方式,28,因此决定采取连续油管传输座封桥塞及射孔施工
E00243,油基泥浆清洗剂,材料,第三次试挤前用于清洗井筒,28,替入油基泥浆清洗剂清洗井筒
